Respondent,MainBranch,Hobbyist,Age,Age1stCode,CompFreq,CompTotal,Salary,Country,CurrencyDesc,CurrencySymbol,DatabaseDesireNextYear,DatabaseWorkedWith,DevType,EdLevel,Employment,Ethnicity,Gender,JobFactors,JobSat,JobSeek,LanguageDesireNextYear,LanguageWorkedWith,MiscTechDesireNextYear,MiscTechWorkedWith,NEWCollabToolsDesireNextYear,NEWCollabToolsWorkedWith,NEWDevOps,NEWDevOpsImpt,NEWEdImpt,NEWJobHunt,NEWJobHuntResearch,NEWLearn,NEWOffTopic,NEWOnboardGood,NEWOtherComms,NEWOvertime,NEWPurchaseResearch,NEWPurpleLink,NEWSOSites,NEWStuck,OpSys,OrgSize,PlatformDesireNextYear,PlatformWorkedWith,PurchaseWhat,Sexuality,SOAccount,SOComm,SOPartFreq,SOVisitFreq,SurveyEase,SurveyLength,Trans,UndergradMajor,WebframeDesireNextYear,WebframeWorkedWith,WelcomeChange,WorkWeekHrs,YearsCode,YearsCodePro,YearsCodeProNew,YearsCodeProCat,.fitted,cnts
16519,I am a developer by profession,Yes,41,10,Yearly,112000,112000,United States,United States dollar,USD,NA,NA,Back-End Developer,Graduate,Employed full-time,White or of European descent,Woman,Diversity of the company or organization;Flex time or a flexible schedule;Family friendliness,Slightly dissatisfied,I am actively looking for a job,C#;C++;HTML/CSS;JavaScript;TypeScript,Bash/Shell/PowerShell;C;C#;HTML/CSS;JavaScript;TypeScript,.NET Core,.NET Core,NA,NA,No,Extremely important,Somewhat important,Trouble with my teammates;Trouble with my direct manager;Trouble with leadership at my company;Better work/life balance,Personal network - friends or family;Directly asking current or past employees at the company,Once a year,No,No,No,Often: 1-2 days per week or more,NA,Amused,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Panic;Watch help / tutorial videos;Do other work and come back later,Windows,"10,000 or more employees",Microsoft Azure;Windows,Microsoft Azure,I have little or no influence,Straight / Heterosexual,Yes,Neutral,A few times per month or weekly,Daily or almost daily,Easy,Appropriate in length,No,"A health science (such as nursing, pharmacy, radiology, etc.)",ASP.NET Core;React.js,ASP.NET Core;React.js,Just as welcome now as I felt last year,60,6,2,2,Less than 5 years,0.570901591714296,1
2833,I am a developer by profession,No,26,25,Yearly,100000,100000,United States,United States dollar,USD,NA,MongoDB;PostgreSQL,Back-End Developer,Less than Bachelor's Degree,Employed full-time,Black or of African descent,Woman,Diversity of the company or organization;Office environment or company culture;Opportunities for professional development,Very dissatisfied,"I’m not actively looking, but I am open to new opportunities",Java;Kotlin;SQL,HTML/CSS;Java;JavaScript;SQL;TypeScript,Node.js,Node.js;React Native,NA,"Github;Slack;Google Suite (Docs, Meet, etc)",No,Extremely important,Somewhat important,Curious about other opportunities;Better compensation;Trouble with leadership at my company;Wanting to work with new technologies;Growth or leadership opportunities,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family",Every few months,Not sure,No,Yes,Often: 1-2 days per week or more,NA,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Visit Stack Overflow;Panic;Do other work and come back later,MacOS,10 to 19 employees,Android,Android;AWS;Docker;Google Cloud Platform;Heroku;MacOS,I have little or no influence,Straight / Heterosexual,Not sure/can't remember,Neutral,NA,Daily or almost daily,Easy,Too long,No,"A humanities discipline (such as literature, history, philosophy, etc.)",NA,React.js,Just as welcome now as I felt last year,45,2,1,1,Less than 5 years,0.5763334443632212,1
16519,I am a developer by profession,Yes,41,10,Yearly,112000,112000,United States,United States dollar,USD,NA,NA,Full-Stack Developer,Graduate,Employed full-time,White or of European descent,Woman,Diversity of the company or organization;Flex time or a flexible schedule;Family friendliness,Slightly dissatisfied,I am actively looking for a job,C#;C++;HTML/CSS;JavaScript;TypeScript,Bash/Shell/PowerShell;C;C#;HTML/CSS;JavaScript;TypeScript,.NET Core,.NET Core,NA,NA,No,Extremely important,Somewhat important,Trouble with my teammates;Trouble with my direct manager;Trouble with leadership at my company;Better work/life balance,Personal network - friends or family;Directly asking current or past employees at the company,Once a year,No,No,No,Often: 1-2 days per week or more,NA,Amused,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Panic;Watch help / tutorial videos;Do other work and come back later,Windows,"10,000 or more employees",Microsoft Azure;Windows,Microsoft Azure,I have little or no influence,Straight / Heterosexual,Yes,Neutral,A few times per month or weekly,Daily or almost daily,Easy,Appropriate in length,No,"A health science (such as nursing, pharmacy, radiology, etc.)",ASP.NET Core;React.js,ASP.NET Core;React.js,Just as welcome now as I felt last year,60,6,2,2,Less than 5 years,0.5837298101057566,1
49649,I am a developer by profession,Yes,35,20,Yearly,60000,60000,United States,United States dollar,USD,Microsoft SQL Server,Microsoft SQL Server,Data or Business Analyst,Bachelor's,Employed full-time,East Asian,Man,"Industry that I’d be working in;Languages, frameworks, and other technologies I’d be working with;Remote work options",Slightly satisfied,"I’m not actively looking, but I am open to new opportunities",Bash/Shell/PowerShell;Python;R;SQL,Bash/Shell/PowerShell;R;SQL;VBA,TensorFlow;Torch/PyTorch,NA,Github,Github,No,Neutral,Not at all important/not necessary,Better compensation;Wanting to work with new technologies;Looking to relocate,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind)",Every few months,Not sure,Yes,No,Never,NA,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Overflow Jobs (for job seekers),Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later,Windows,"1,000 to 4,999 employees",NA,NA,I have some influence,Straight / Heterosexual,No,Not sure,NA,Multiple times per day,Easy,Appropriate in length,No,"A natural science (such as biology, chemistry, physics, etc.)",NA,NA,Just as welcome now as I felt last year,40,5,3,3,Less than 5 years,0.5857199675031214,1
58707,I am a developer by profession,Yes,36,26,Yearly,135000,135000,United States,United States dollar,USD,PostgreSQL,Microsoft SQL Server;SQLite,Full-Stack Developer,Graduate,Employed full-time,White or of European descent,Man,"Languages, frameworks, and other technologies I’d be working with;Remote work options;Office environment or company culture",Very dissatisfied,I am actively looking for a job,HTML/CSS;JavaScript,C#,.NET Core,Xamarin,Jira,Microsoft Teams;Microsoft Azure,No,Neutral,Fairly important,Trouble with my direct manager;Trouble with leadership at my company;Wanting to work with new technologies;Growth or leadership opportunities,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind)",Once every few years,No,Yes,Yes,Occasionally: 1-2 days per quarter but less than monthly,NA,Amused,Stack Overflow (public Q&A for anyone who codes);Stack Overflow Jobs (for job seekers),Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later,Windows,"10,000 or more employees",Heroku;iOS;Raspberry Pi,WordPress,I have little or no influence,Straight / Heterosexual,Yes,"Yes, somewhat",A few times per week,A few times per week,Easy,Appropriate in length,No,"A health science (such as nursing, pharmacy, radiology, etc.)",ASP.NET Core;Vue.js,NA,Just as welcome now as I felt last year,40,11,10,10,10-14 years,0.5866781222959341,1
2833,I am a developer by profession,No,26,25,Yearly,100000,100000,United States,United States dollar,USD,NA,MongoDB;PostgreSQL,Full-Stack Developer,Less than Bachelor's Degree,Employed full-time,Black or of African descent,Woman,Diversity of the company or organization;Office environment or company culture;Opportunities for professional development,Very dissatisfied,"I’m not actively looking, but I am open to new opportunities",Java;Kotlin;SQL,HTML/CSS;Java;JavaScript;SQL;TypeScript,Node.js,Node.js;React Native,NA,"Github;Slack;Google Suite (Docs, Meet, etc)",No,Extremely important,Somewhat important,Curious about other opportunities;Better compensation;Trouble with leadership at my company;Wanting to work with new technologies;Growth or leadership opportunities,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family",Every few months,Not sure,No,Yes,Often: 1-2 days per week or more,NA,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Visit Stack Overflow;Panic;Do other work and come back later,MacOS,10 to 19 employees,Android,Android;AWS;Docker;Google Cloud Platform;Heroku;MacOS,I have little or no influence,Straight / Heterosexual,Not sure/can't remember,Neutral,NA,Daily or almost daily,Easy,Too long,No,"A humanities discipline (such as literature, history, philosophy, etc.)",NA,React.js,Just as welcome now as I felt last year,45,2,1,1,Less than 5 years,0.5891161467329734,1
32648,I am a developer by profession,No,36,34,Yearly,45000,45000,United States,United States dollar,USD,MySQL;PostgreSQL,Elasticsearch;Microsoft SQL Server;MySQL,Back-End Developer,Bachelor's,Employed full-time,Black or of African descent,Woman,Diversity of the company or organization;Office environment or company culture;Opportunities for professional development,Neither satisfied nor dissatisfied,I am not interested in new job opportunities,Bash/Shell/PowerShell;C#;JavaScript;Python;SQL,Bash/Shell/PowerShell;C#;JavaScript;Python;SQL,Apache Spark;Hadoop;Pandas;Unity 3D;Unreal Engine,.NET Core;Apache Spark;Hadoop;Pandas;Unity 3D;Unreal Engine,"Github;Gitlab;Slack;Microsoft Teams;Trello;Google Suite (Docs, Meet, etc)","Github;Gitlab;Slack;Microsoft Teams;Trello;Google Suite (Docs, Meet, etc)",No,Somewhat important,Somewhat important,Having a bad day (or week or month) at work;Better compensation,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family",Every few months,Not sure,No,Yes,Occasionally: 1-2 days per quarter but less than monthly,NA,Annoyed,Stack Overflow (public Q&A for anyone who codes),Visit Stack Overflow;Panic;Watch help / tutorial videos;Visit another developer community (please name):,MacOS,2 to 9 employees,AWS;Docker;Linux;MacOS,AWS;Docker;iOS;Linux;MacOS;Windows;WordPress,I have little or no influence,Queer,No,"No, not at all",NA,Multiple times per day,Easy,Appropriate in length,No,"A natural science (such as biology, chemistry, physics, etc.)",ASP.NET Core;Flask;React.js;Vue.js,ASP.NET Core;Flask;React.js;Vue.js,Just as welcome now as I felt last year,47,2,Less than 1 year,1,Less than 5 years,0.5919811236662875,1
49558,I am a developer by profession,No,23,18,Yearly,74000,74000,United States,United States dollar,USD,NA,MySQL,Full-Stack Developer,Bachelor's,Employed full-time,East Asian,Woman,Diversity of the company or organization;Office environment or company culture;Opportunities for professional development,Slightly satisfied,I am actively looking for a job,C;Kotlin;Objective-C;Python,HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,React Native,Node.js,NA,"Github;Slack;Trello;Google Suite (Docs, Meet, etc)",Yes,Extremely important,Fairly important,Curious about other opportunities;Better compensation;Wanting to work with new technologies;Growth or leadership opportunities;Looking to relocate,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family;Directly asking current or past employees at the company",Once a year,No,Yes,Yes,Rarely: 1-2 days per year or less,Start a free trial;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd;Research companies that have advertised on sites I visit,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes),Call a coworker or friend;Visit Stack Overflow;Panic;Do other work and come back later,MacOS,10 to 19 employees,Android,MacOS,I have some influence,Queer,Yes,"No, not at all",Less than once per month or monthly,Daily or almost daily,Easy,Appropriate in length,No,"A social science (such as anthropology, psychology, political science, etc.)",Vue.js,jQuery;React.js,Just as welcome now as I felt last year,40,3,1,1,Less than 5 years,0.5951878102457124,1
19176,I am a developer by profession,Yes,37,27,Yearly,120000,120000,United States,United States dollar,USD,PostgreSQL,PostgreSQL;Redis;SQLite,Full-Stack Developer,Graduate,Employed full-time,White or of European descent,Man,How widely used or impactful my work output would be;Opportunities for professional development;Family friendliness,Slightly satisfied,"I’m not actively looking, but I am open to new opportunities",Go;SQL;TypeScript,HTML/CSS;SQL;TypeScript,Keras;Node.js;Pandas;TensorFlow;Teraform,Node.js;Unity 3D,Github;Slack,"Github;Slack;Google Suite (Docs, Meet, etc)",No,Extremely important,Not at all important/not necessary,Curious about other opportunities;Better compensation;Trouble with leadership at my company;Growth or leadership opportunities;Looking to relocate,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);Personal network - friends or family;Directly asking current or past employees at the company",Once a year,No,No,No,Occasionally: 1-2 days per quarter but less than monthly,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Visit Stack Overflow;Do other work and come back later;Visit another developer community (please name):,MacOS,2 to 9 employees,Docker;Google Cloud Platform;Heroku;Slack Apps and Integrations,Google Cloud Platform;Heroku;MacOS;Slack Apps and Integrations,I have some influence,Straight / Heterosexual,Yes,"Yes, somewhat",A few times per month or weekly,A few times per week,NA,Appropriate in length,No,"A health science (such as nursing, pharmacy, radiology, etc.)",React.js,Gatsby;React.js,Just as welcome now as I felt last year,40,10,10,10,10-14 years,0.6020821414382502,1
50375,I am a developer by profession,Yes,28,25,Yearly,11000,11000,United States,United States dollar,USD,Microsoft SQL Server;MongoDB;Oracle,Microsoft SQL Server;MongoDB;Oracle,Data Engineer,Bachelor's,Employed full-time,East Asian,Man,Flex time or a flexible schedule;Remote work options;Office environment or company culture,Slightly satisfied,I am actively looking for a job,C;HTML/CSS;Java;JavaScript;Python;SQL,HTML/CSS;JavaScript;Python;SQL,Apache Spark;Node.js,Apache Spark;Node.js,Github;Slack;Trello,"Confluence;Jira;Slack;Google Suite (Docs, Meet, etc)",Yes,Extremely important,Somewhat important,Curious about other opportunities;Better compensation;Trouble with my direct manager;Trouble with leadership at my company;Wanting to work with new technologies;Growth or leadership opportunities,"Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);Personal network - friends or family;Directly asking current or past employees at the company",Once a year,Not sure,No,No,Occasionally: 1-2 days per quarter but less than monthly,NA,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Overflow Jobs (for job seekers),Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,MacOS,500 to 999 employees,AWS,AWS,I have little or no influence,Straight / Heterosexual,Not sure/can't remember,"No, not at all",NA,Multiple times per day,Easy,Appropriate in length,No,"A social science (such as anthropology, psychology, political science, etc.)",NA,NA,Just as welcome now as I felt last year,30,3,2,2,Less than 5 years,0.6060140430933085,1
16519,I am a developer by profession,Yes,41,10,Yearly,112000,112000,United States,United States dollar,USD,NA,NA,Front-End Developer,Graduate,Employed full-time,White or of European descent,Woman,Diversity of the company or organization;Flex time or a flexible schedule;Family friendliness,Slightly dissatisfied,I am actively looking for a job,C#;C++;HTML/CSS;JavaScript;TypeScript,Bash/Shell/PowerShell;C;C#;HTML/CSS;JavaScript;TypeScript,.NET Core,.NET Core,NA,NA,No,Extremely important,Somewhat important,Trouble with my teammates;Trouble with my direct manager;Trouble with leadership at my company;Better work/life balance,Personal network - friends or family;Directly asking current or past employees at the company,Once a year,No,No,No,Often: 1-2 days per week or more,NA,Amused,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Panic;Watch help / tutorial videos;Do other work and come back later,Windows,"10,000 or more employees",Microsoft Azure;Windows,Microsoft Azure,I have little or no influence,Straight / Heterosexual,Yes,Neutral,A few times per month or weekly,Daily or almost daily,Easy,Appropriate in length,No,"A health science (such as nursing, pharmacy, radiology, etc.)",ASP.NET Core;React.js,ASP.NET Core;React.js,Just as welcome now as I felt last year,60,6,2,2,Less than 5 years,0.6131640875658457,1
27384,I am a developer by profession,Yes,29,21,Yearly,125000,125000,United States,United States dollar,USD,MySQL;PostgreSQL,MySQL;PostgreSQL,Front-End Developer,Bachelor's,Employed full-time,Black or of African descent,Woman,"Languages, frameworks, and other technologies I’d be working with;Remote work options;Office environment or company culture",Very satisfied,I am not interested in new job opportunities,Go;HTML/CSS;JavaScript;Python;TypeScript,HTML/CSS;JavaScript;TypeScript,Node.js,Node.js,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)","Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",Yes,Somewhat important,Very important,Just because;Curious about other opportunities;Better compensation;Better work/life balance;Wanting to work with new technologies;Growth or leadership opportunities,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family;Read other media like news articles, founder profiles, etc. about the company",Once a year,Not sure,Yes,Yes,Occasionally: 1-2 days per quarter but less than monthly,NA,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,MacOS,100 to 499 employees,Arduino;AWS;Docker;Heroku;MacOS;Raspberry Pi,AWS;Docker;Heroku;MacOS,I have little or no influence,Straight / Heterosexual,Yes,Neutral,Less than once per month or monthly,A few times per week,Easy,Appropriate in length,No,"Fine arts or performing arts (such as graphic design, music, studio art, etc.)",Django;Express;React.js;Vue.js,Django;Express;React.js;Vue.js,Just as welcome now as I felt last year,38,9,7,7,5-9 years,0.6170088270359682,1
33222,I am a developer by profession,Yes,33,19,Yearly,105000,105000,United States,United States dollar,USD,NA,NA,Full-Stack Developer,Bachelor's,Employed full-time,Black or of African descent,Man,"Diversity of the company or organization;Languages, frameworks, and other technologies I’d be working with;Family friendliness",Very satisfied,"I’m not actively looking, but I am open to new opportunities",HTML/CSS;JavaScript;Ruby;TypeScript,HTML/CSS;JavaScript;TypeScript,.NET;.NET Core;Apache Spark;Node.js;React Native;TensorFlow,.NET;.NET Core;Apache Spark;Node.js;React Native,"Jira;Github;Gitlab;Slack;Microsoft Teams;Google Suite (Docs, Meet, etc)","Jira;Github;Gitlab;Slack;Microsoft Teams;Google Suite (Docs, Meet, etc)",Yes,Extremely important,Fairly important,Curious about other opportunities;Better compensation;Better work/life balance;Growth or leadership opportunities;Looking to relocate,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family;Read other media like news articles, founder profiles, etc. about the company;Directly asking current or past employees at the company",Every few months,No,Onboarding? What onboarding?,No,Sometimes: 1-2 days per month but less than weekly,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,Annoyed,Stack Overflow (public Q&A for anyone who codes),Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,MacOS,500 to 999 employees,AWS;Docker;Google Cloud Platform;Linux;MacOS,Linux;MacOS,I have some influence,Straight / Heterosexual,Yes,Not sure,I have never participated in Q&A on Stack Overflow,Multiple times per day,Neither easy nor difficult,Appropriate in length,No,"A social science (such as anthropology, psychology, political science, etc.)",Angular;Express;Gatsby;React.js;Ruby on Rails,Express;React.js,Just as welcome now as I felt last year,40,3,1,1,Less than 5 years,0.6175878336781216,1
2833,I am a developer by profession,No,26,25,Yearly,100000,100000,United States,United States dollar,USD,NA,MongoDB;PostgreSQL,Front-End Developer,Less than Bachelor's Degree,Employed full-time,Black or of African descent,Woman,Diversity of the company or organization;Office environment or company culture;Opportunities for professional development,Very dissatisfied,"I’m not actively looking, but I am open to new opportunities",Java;Kotlin;SQL,HTML/CSS;Java;JavaScript;SQL;TypeScript,Node.js,Node.js;React Native,NA,"Github;Slack;Google Suite (Docs, Meet, etc)",No,Extremely important,Somewhat important,Curious about other opportunities;Better compensation;Trouble with leadership at my company;Wanting to work with new technologies;Growth or leadership opportunities,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family",Every few months,Not sure,No,Yes,Often: 1-2 days per week or more,NA,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Visit Stack Overflow;Panic;Do other work and come back later,MacOS,10 to 19 employees,Android,Android;AWS;Docker;Google Cloud Platform;Heroku;MacOS,I have little or no influence,Straight / Heterosexual,Not sure/can't remember,Neutral,NA,Daily or almost daily,Easy,Too long,No,"A humanities discipline (such as literature, history, philosophy, etc.)",NA,React.js,Just as welcome now as I felt last year,45,2,1,1,Less than 5 years,0.6184185287277503,1
4747,I am a developer by profession,No,31,26,Yearly,110000,110000,United States,United States dollar,USD,DynamoDB;MongoDB,DynamoDB;Elasticsearch;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL,Site Reliability Engineer,Bachelor's,Employed full-time,White or of European descent,Woman,"Diversity of the company or organization;Languages, frameworks, and other technologies I’d be working with;Opportunities for professional development",Very satisfied,I am not interested in new job opportunities,Java;Kotlin;Python;Ruby,HTML/CSS;Java;JavaScript;Python;Ruby;SQL;TypeScript,Ansible;Chef;Node.js;TensorFlow;Teraform,Node.js,"Confluence;Github;Slack;Trello;Google Suite (Docs, Meet, etc)","Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",Yes,Extremely important,Not at all important/not necessary,Curious about other opportunities;Trouble with my direct manager;Better work/life balance;Wanting to work with new technologies;Growth or leadership opportunities,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Read other media like news articles, founder profiles, etc. about the company",Every few months,Not sure,Yes,No,Occasionally: 1-2 days per quarter but less than monthly,Ask developers I know/work with;Visit developer communities like Stack Overflow,Amused,Stack Overflow (public Q&A for anyone who codes),Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,MacOS,"10,000 or more employees",AWS;Docker;Kubernetes;MacOS;Slack Apps and Integrations,AWS;Heroku;MacOS;Raspberry Pi,I have some influence,Bisexual,No,"No, not really",NA,Daily or almost daily,Neither easy nor difficult,Appropriate in length,No,"A health science (such as nursing, pharmacy, radiology, etc.)",Django;Express;Flask;Ruby on Rails,Angular.js;Express;jQuery;React.js;Vue.js,Just as welcome now as I felt last year,35,5,2,2,Less than 5 years,0.622542429761825,1
49558,I am a developer by profession,No,23,18,Yearly,74000,74000,United States,United States dollar,USD,NA,MySQL,Front-End Developer,Bachelor's,Employed full-time,East Asian,Woman,Diversity of the company or organization;Office environment or company culture;Opportunities for professional development,Slightly satisfied,I am actively looking for a job,C;Kotlin;Objective-C;Python,HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,React Native,Node.js,NA,"Github;Slack;Trello;Google Suite (Docs, Meet, etc)",Yes,Extremely important,Fairly important,Curious about other opportunities;Better compensation;Wanting to work with new technologies;Growth or leadership opportunities;Looking to relocate,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family;Directly asking current or past employees at the company",Once a year,No,Yes,Yes,Rarely: 1-2 days per year or less,Start a free trial;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd;Research companies that have advertised on sites I visit,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes),Call a coworker or friend;Visit Stack Overflow;Panic;Do other work and come back later,MacOS,10 to 19 employees,Android,MacOS,I have some influence,Queer,Yes,"No, not at all",Less than once per month or monthly,Daily or almost daily,Easy,Appropriate in length,No,"A social science (such as anthropology, psychology, political science, etc.)",Vue.js,jQuery;React.js,Just as welcome now as I felt last year,40,3,1,1,Less than 5 years,0.6243333057078048,1
33222,I am a developer by profession,Yes,33,19,Yearly,105000,105000,United States,United States dollar,USD,NA,NA,Mobile Developer,Bachelor's,Employed full-time,Black or of African descent,Man,"Diversity of the company or organization;Languages, frameworks, and other technologies I’d be working with;Family friendliness",Very satisfied,"I’m not actively looking, but I am open to new opportunities",HTML/CSS;JavaScript;Ruby;TypeScript,HTML/CSS;JavaScript;TypeScript,.NET;.NET Core;Apache Spark;Node.js;React Native;TensorFlow,.NET;.NET Core;Apache Spark;Node.js;React Native,"Jira;Github;Gitlab;Slack;Microsoft Teams;Google Suite (Docs, Meet, etc)","Jira;Github;Gitlab;Slack;Microsoft Teams;Google Suite (Docs, Meet, etc)",Yes,Extremely important,Fairly important,Curious about other opportunities;Better compensation;Better work/life balance;Growth or leadership opportunities;Looking to relocate,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family;Read other media like news articles, founder profiles, etc. about the company;Directly asking current or past employees at the company",Every few months,No,Onboarding? What onboarding?,No,Sometimes: 1-2 days per month but less than weekly,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,Annoyed,Stack Overflow (public Q&A for anyone who codes),Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,MacOS,500 to 999 employees,AWS;Docker;Google Cloud Platform;Linux;MacOS,Linux;MacOS,I have some influence,Straight / Heterosexual,Yes,Not sure,I have never participated in Q&A on Stack Overflow,Multiple times per day,Neither easy nor difficult,Appropriate in length,No,"A social science (such as anthropology, psychology, political science, etc.)",Angular;Express;Gatsby;React.js;Ruby on Rails,Express;React.js,Just as welcome now as I felt last year,40,3,1,1,Less than 5 years,0.6343144873037753,1
453,I am a developer by profession,Yes,22,13,Yearly,65000,65000,United States,United States dollar,USD,MongoDB;SQLite,MySQL,Designer,Bachelor's,Employed full-time,East Asian,Man,Flex time or a flexible schedule;How widely used or impactful my work output would be;Opportunities for professional development,Very satisfied,"I’m not actively looking, but I am open to new opportunities",JavaScript;Kotlin;Rust;TypeScript,Java;Python,Node.js;TensorFlow,Node.js,Github;Trello,Github;Slack;Trello,No,Extremely important,Fairly important,Wanting to share accomplishments with a wider network;Curious about other opportunities;Better compensation;Better work/life balance;Wanting to work with new technologies;Growth or leadership opportunities,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);Personal network - friends or family;Read other media like news articles, founder profiles, etc. about the company;Directly asking current or past employees at the company",Once a year,No,Yes,No,Sometimes: 1-2 days per month but less than weekly,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,Windows,20 to 99 employees,AWS;Linux;Raspberry Pi,Android;Linux;Raspberry Pi;Windows,I have a great deal of influence,Straight / Heterosexual,Yes,"No, not really",Less than once per month or monthly,Multiple times per day,Easy,Appropriate in length,No,"A social science (such as anthropology, psychology, political science, etc.)",Django;Flask,NA,Just as welcome now as I felt last year,40,4,Less than 1 year,1,Less than 5 years,0.6347232456185082,1
